cell id,Number,Slice,Date,Sample,Mouse,Mouse date of birth,Mouse age,Mouse gender,Mouse genotype,Targeted layer,Inferred layer,Cre,Exon reads,Intron reads,Intergenic reads,Sequencing batch,Number of genes detected,RNA family,RNA type,RNA type confidence,RNA type top-3,ALM/VISp top-3,Length (bp),Yield (pg/µl),User,Hold Time (min),Soma depth (µm),Soma depth (4x),Cortical thickness (4x),Cortical thickness (µm),Traced,Exclusion reasons
20190703_sample_3,1028,20190703_slice_3,2019-07-03,Sample 3,mouse_GYQGV,2019-04-30,64,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,971871,915155,130120,9,10832,Pvalb,Pvalb Il1rapl2,0.73,"Pvalb Il1rapl2 (73.4%), Pvalb Reln (23.7%)","Pvalb Tpbg (59.0%), Pvalb Reln Itm2a (30.0%), Pvalb Reln Tac1 (11.0%)",1826,325.23,Fede,38.0,1185.6,436.9,509.4,1405.944,y,0
20190703_sample_5,1029,20190703_slice_5,2019-07-03,Sample 5,mouse_GYQGV,2019-04-30,64,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1236006,981432,157312,9,9486,Pvalb,Pvalb Il1rapl2,0.46,"Pvalb Il1rapl2 (45.7%), Pvalb Reln (29.6%), Pvalb Calb1_2 (21.1%)","Pvalb Reln Itm2a (42.0%), Pvalb Tpbg (31.0%), Pvalb Reln Tac1 (27.0%)",1857,274.41,Fede,30.0,1179.2,429.4,625.1,1725.276,y,0
20190703_sample_8,1031,20190703_slice_8,2019-07-03,Sample 8,mouse_GYQGV,2019-04-30,64,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,4490941,721394,201043,9,12043,Pvalb,Pvalb Kank4,0.83,"Pvalb Kank4 (83.1%), Pvalb Egfem1 (15.3%)","Pvalb Akr1c18 Ntf3 (83.0%), Pvalb Sema3e Kank4 (17.0%)",2103,410.61,Fede,30.0,1465.9,542.5,583.5,1610.46,y,0
20190703_sample_10,1032,20190703_slice_10,2019-07-03,Sample 10,mouse_GYQGV,2019-04-30,64,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1557099,1984017,184448,9,12113,Pvalb,Pvalb Egfem1,0.54,"Pvalb Egfem1 (54.0%), Pvalb Gabrg1 (30.3%), Pvalb Gpr149 (12.7%)",Pvalb Akr1c18 Ntf3 (99.0%),1971,685.88,Fede,30.0,1038.2,378.9,608.0,1678.08,y,0
20190703_sample_12,1033,20190703_slice_12,2019-07-03,Sample 12,mouse_ZLYQM,2019-05-04,60,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,1570635,1390680,230202,9,9666,Pvalb,Pvalb Egfem1,0.9,"Pvalb Egfem1 (89.9%), Pvalb Gabrg1 (10.1%)","Pvalb Th Sst (77.0%), Pvalb Akr1c18 Ntf3 (16.0%), Pvalb Gabrg1 (7.0%)",1995,301.66,Fede,47.0,1319.5,477.6,507.2,1399.872,y,0
20190703_sample_13,1034,20190703_slice_13,2019-07-03,Sample 13,mouse_ZLYQM,2019-05-04,60,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,1401389,842242,188585,9,10074,Sst,Sst Chodl,1.0,Sst Chodl (100.0%),Sst Chodl (100.0%),1999,339.93,Fede,44.0,1316.9,474.8,524.5,1447.62,y,0
20190703_sample_15,1036,20190703_slice_15,2019-07-03,Sample 15,mouse_ZLYQM,2019-05-04,60,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,1201825,1815636,193746,9,13100,Sst,Sst Penk,0.38,"Sst Penk (37.7%), Sst Th_3 (32.7%), Sst Crhr2_2 (21.6%)","Sst Nts (53.0%), Sst Myh8 Fibin (37.0%), Sst Esm1 (8.0%)",1957,518.6,Fede,52.0,1360.4,482.2,547.6,1511.376,y,0
20190704_sample_12,1038,20190704_slice_12,2019-07-04,Sample 12,mouse_IMROD,2019-05-09,56,M,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,962118,954451,99954,9,3509,Vip,Vip Chat_1,0.5,"Vip Chat_1 (50.3%), Vip Mybpc1_1 (20.4%), Vip Htr1f (12.1%)","Vip Ptprt Pkp2 (42.0%), Vip Lmo1 Fam159b (27.0%), Vip Lmo1 Myl1 (18.0%)",1930,38.75,Fede,25.0,752,270.3,527.3,1455.348,y,0
20190704_sample_14,1039,20190704_slice_14,2019-07-04,Sample 14,mouse_IMROD,2019-05-09,56,M,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,1650833,2221216,302638,9,8250,Vip,Vip C1ql1,0.88,"Vip C1ql1 (88.1%), Vip Gpc3 (10.3%)","Vip Pygm C1ql1 (73.0%), Vip Arhgap36 Hmcn1 (23.0%)",2149,152.71,Fede,25.0,611.1,219.0,537.0,1482.12,y,0
20190708_sample_4,1046,20190708_slice_4,2019-07-08,Sample 4,mouse_IEFTZ,2019-04-30,69,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,2069978,501231,152917,9,11431,Pvalb,Pvalb Egfem1,0.67,"Pvalb Egfem1 (67.3%), Pvalb Kank4 (16.3%), Pvalb Calb1_1 (12.7%)","Pvalb Akr1c18 Ntf3 (52.0%), Pvalb Th Sst (26.0%), Pvalb Sema3e Kank4 (22.0%)",1763,305.13,Fede,20.0,1883,675.1,703.1,1940.556,y,0
20190708_sample_6,1047,20190708_slice_6,2019-07-08,Sample 6,mouse_BXMFE,2019-05-09,60,F,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,1500450,2217087,283073,9,7684,Vip,Vip Serpinf1_1,0.73,"Vip Serpinf1_1 (73.0%), Vip Serpinf1_2 (22.4%)","Vip Lmo1 Fam159b (93.0%), Serpinf1 Clrn1 (7.0%)",1710,167.16,Fede,25.0,1654.2,586.4,621.7,1715.892,y,0
20190708_sample_12,1050,20190708_slice_12,2019-07-08,Sample 12,mouse_BXMFE,2019-05-09,60,F,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,1106090,1254305,137199,9,10131,Vip,Vip Chat_1,0.94,"Vip Chat_1 (94.0%), Vip Mybpc1_3 (2.0%)",Vip Ptprt Pkp2 (100.0%),2091,294.9,Fede,15.0,949.4,343.5,595.0,1642.2,y,0
20190709_sample_1,1051,20190709_slice_1,2019-07-09,Sample 1,mouse_YAUVU,2019-05-09,61,F,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,1196115,1393833,123303,9,10706,Vip,Vip Gpc3,0.92,"Vip Gpc3 (92.1%), Vip Chat_1 (7.3%)","Vip Gpc3 Slc18a3 (94.0%), Vip Arhgap36 Hmcn1 (6.0%)",2132,235.05,Fede,20.0,1029.2,361.3,595.8,1644.408,y,0
20190709_sample_2,1052,20190709_slice_2,2019-07-09,Sample 2,mouse_YAUVU,2019-05-09,61,F,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,432518,35405,45650,9,6283,Vip,Vip Gpc3,0.66,"Vip Gpc3 (66.1%), Vip C1ql1 (16.7%), Vip Chat_1 (6.0%)","Vip Igfbp4 Mab21l1 (58.0%), Vip Arhgap36 Hmcn1 (18.0%), Vip Pygm C1ql1 (17.0%)",1722,113.2,Fede,20.0,749,269.0,589.6,1627.296,y,0
20190709_sample_3,1053,20190709_slice_3,2019-07-09,Sample 3,mouse_YAUVU,2019-05-09,61,F,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,2151787,2870766,236822,9,10043,Vip,Vip Chat_1,0.98,Vip Chat_1 (98.1%),Vip Ptprt Pkp2 (100.0%),2153,195.09,Fede,20.0,1562,566.0,598.5,1651.86,y,0
20190710_sample_6,1063,20190710_slice_6,2019-07-10,Sample 6,mouse_KXWIW,2019-05-04,67,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1379934,1438001,207516,9,11581,Sst,Sst Th_3,0.78,"Sst Th_3 (78.1%), Sst Th_1 (17.4%)","Sst Nts (94.0%), Sst Esm1 (5.0%)",2105,327.97,Fede,50.0,1061.4,371.2,567.5,1566.3,y,0
20190712_sample_1,1066,20190712_slice_1,2019-07-12,Sample 1,mouse_XFBTK,2019-03-21,113,F,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT+,2623064,3739029,368925,9,12622,CT,L6b Col6a1,0.95,L6b Col6a1 (95.0%),"L6b VISp Col8a1 Rprm (68.0%), L6 CT VISp Krt80 Sla (28.0%)",2230,225.59,Fede,15.0,1271.8,446.4,496.8,1371.168,y,0
20190712_sample_5,1069,20190712_slice_5,2019-07-12,Sample 5,mouse_XFBTK,2019-03-21,113,F,Viaat-Cre/wt; Ai9/wt,5,5,VIAAT+,530978,63522,74176,9,4060,Lamp5,Lamp5 Slc35d3,0.75,"Lamp5 Slc35d3 (74.7%), Lamp5 Pdlim5_2 (24.9%)",Lamp5 Lsp1 (99.0%),1529,123.04,Fede,45.0,865,310.7,545.7,1506.132,y,0
20190712_sample_6,1070,20190712_slice_6,2019-07-12,Sample 6,mouse_XFBTK,2019-03-21,113,F,Viaat-Cre/wt; Ai9/wt,5,6,VIAAT+,294150,38541,33694,9,2838,Lamp5,Lamp5 Slc35d3,0.63,"Lamp5 Slc35d3 (63.1%), Lamp5 Pdlim5_2 (27.3%), Lamp5 Pdlim5_1 (6.1%)",Lamp5 Lsp1 (100.0%),1527,58.81,Fede,50.0,1055.1,381.3,509.6,1406.496,y,0
20190715_sample_1,1072,20190715_slice_1,2019-07-15,Sample 1,mouse_DOFVQ,2019-05-18,58,F,Viaat-Cre/wt; Ai9/wt,2/3,2/3,VIAAT+,2900739,88845,115664,9,9060,Lamp5,Lamp5 Slc35d3,0.88,"Lamp5 Slc35d3 (87.9%), Lamp5 Pdlim5_2 (10.6%)",Lamp5 Lsp1 (100.0%),1842,258.77,Fede,35.0,151.1,53.6,578.2,1595.832,y,0
20190715_sample_4,1073,20190715_slice_4,2019-07-15,Sample 4,mouse_DOFVQ,2019-05-18,58,F,Viaat-Cre/wt; Ai9/wt,2/3,2/3,VIAAT+,1449758,621067,143994,9,10128,Lamp5,Lamp5 Slc35d3,0.96,Lamp5 Slc35d3 (95.6%),Lamp5 Lsp1 (100.0%),1943,276.52,Fede,30.0,223.9,79.4,552.0,1523.52,y,0
20190715_sample_7,1076,20190715_slice_7,2019-07-15,Sample 7,mouse_XFSYB,2019-04-30,76,F,Vip-IRES-Cre/wt; Ai9/wt,2/3,5,VIP+,1294998,834146,154718,9,9283,Vip,Vip Chat_1,0.76,"Vip Chat_1 (75.7%), Vip Mybpc1_3 (23.4%)",Vip Ptprt Pkp2 (100.0%),2009,221.31,Fede,20.0,527.3,188.8,621.7,1715.892,y,0
20190715_sample_10,1079,20190715_slice_10,2019-07-15,Sample 10,mouse_XFSYB,2019-04-30,76,F,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,2595127,1372732,175927,9,10577,Sncg,Sncg Col14a1,0.68,"Sncg Col14a1 (68.3%), Vip Sncg (16.0%), Vip Serpinf1_2 (8.3%)",Serpinf1 Aqp5 Vip (96.0%),1890,222.63,Fede,20.0,845.2,304.6,574.0,1584.24,y,0
20190715_sample_11,1080,20190715_slice_11,2019-07-15,Sample 11,mouse_DOFVQ,2019-05-18,58,F,Viaat-Cre/wt; Ai9/wt,2/3,2/3,VIAAT+,787025,784916,105732,9,12254,Lamp5,Lamp5 Pdlim5_2,0.72,"Lamp5 Pdlim5_2 (71.9%), Lamp5 Slc35d3 (28.1%)","Lamp5 Lsp1 (80.0%), Lamp5 Plch2 Dock5 (20.0%)",2018,242.33,Fede,60.0,340.8,121.0,575.0,1587.0,y,0
20190716_sample_9,1086,20190716_slice_9,2019-07-16,Sample 9,mouse_MLEFZ,2019-04-14,93,M,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,579413,215829,78219,9,6620,Vip,Vip Gpc3,0.7,"Vip Gpc3 (69.6%), Vip C1ql1 (15.0%), Vip Htr1f (8.9%)","Vip Arhgap36 Hmcn1 (63.0%), Vip Gpc3 Slc18a3 (27.0%), Vip Ptprt Pkp2 (6.0%)",1683,124.05,Fede,16.0,827.7,281.5,611.3,1687.188,y,0
20190718_sample_2,1091,20190718_slice_2,2019-07-18,Sample 2,mouse_TQLOA,2019-02-28,140,F,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,2556909,1833007,266448,9,12912,CT,L6b Ror1,0.83,"L6b Ror1 (82.6%), L6b Kcnip1 (17.0%)",L6b P2ry12 (100.0%),2405,275.91,Fede,25.0,1352.8,490.5,522.3,1441.548,y,0
20190718_sample_3,1092,20190718_slice_3,2019-07-18,Sample 3,mouse_TQLOA,2019-02-28,140,F,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,2646454,2815313,305298,9,13762,CT,L6b Kcnip1,0.95,"L6b Kcnip1 (94.6%), L6b Ror1 (5.1%)","L6b Hsd17b2 (64.0%), L6b P2ry12 (36.0%)",2397,329,Fede,25.0,1472.4,537.9,574.9,1586.724,y,0
20190718_sample_5,1094,20190718_slice_5,2019-07-18,Sample 5,mouse_TQLOA,2019-02-28,140,F,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,806459,673897,95043,9,9014,Vip,Vip Gpc3,0.89,"Vip Gpc3 (88.6%), Vip Chat_1 (10.7%)",Vip Gpc3 Slc18a3 (98.0%),1864,141.1,Fede,25.0,1102.7,408.4,619.8,1710.648,y,0
20190718_sample_8,1097,20190718_slice_8,2019-07-18,Sample 8,mouse_TQLOA,2019-02-28,140,F,Vip-IRES-Cre/wt; Ai9/wt,5,2/3,VIP+,1029987,1000291,145571,9,10256,Vip,Vip Chat_1,0.9,"Vip Chat_1 (89.6%), Vip Mybpc1_3 (8.9%)",Vip Ptprt Pkp2 (100.0%),2030,171.32,Fede,25.0,426.6,152.8,541.4,1494.264,y,0
20190718_sample_9,1098,20190718_slice_9,2019-07-18,Sample 9,mouse_TQLOA,2019-02-28,140,F,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,1012360,527861,140745,9,9756,Vip,Vip Mybpc1_3,0.98,Vip Mybpc1_3 (97.7%),Vip Lect1 Oxtr (98.0%),1757,125.83,Fede,25.0,1420.2,525.7,550.7,1519.932,y,0
20190719_sample_1,1099,20190719_slice_1,2019-07-19,Sample 1,mouse_ZNFEK,2019-05-30,50,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,6,6,SLC17a8+,1711147,2313554,205907,9,10861,CT,L6 CT Cpa6,0.98,L6 CT Cpa6 (97.9%),L6 CT ALM Cpa6 (98.0%),2216,525.75,Fede,30.0,1411.6,508.3,587.3,1620.948,y,0
20190719_sample_2,1100,20190719_slice_1,2019-07-19,Sample 2,mouse_ZNFEK,2019-05-30,50,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8+,3586996,92192,133040,9,7710,IT,L4/5 IT_1,0.86,"L4/5 IT_1 (86.4%), L4/5 IT_2 (10.1%)",L4 IT VISp Rspo1 (100.0%),2587,96.51,Fede,15.0,492.2,178.6,587.3,1620.948,y,0
20190719_sample_5,1102,20190719_slice_3,2019-07-19,Sample 5,mouse_ZNFEK,2019-05-30,50,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8+,1436279,1534511,193834,9,11258,IT,L4/5 IT_2,0.9,"L4/5 IT_2 (89.6%), L5 IT_1 (8.1%)","L5 IT ALM Lypd1 Gpr88 (54.0%), L5 IT ALM Cbln4 Fezf2 (30.0%), L4 IT VISp Rspo1 (11.0%)",2001,318.83,Fede,22.0,579.4,214.4,559.1,1543.116,y,0
20190719_sample_6,1103,20190719_slice_4,2019-07-19,Sample 6,mouse_ZNFEK,2019-05-30,50,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,6,SLC17a8+,1850163,2059766,298569,9,9295,IT,L5 IT_3,0.93,"L5 IT_3 (92.9%), L5 IT_1 (5.0%)",L5 IT VISp Col27a1 (100.0%),1983,256.35,Fede,20.0,1120.6,405.9,532.8,1470.528,y,0
20190719_sample_9,1104,20190719_slice_7,2019-07-19,Sample 9,mouse_ZNFEK,2019-05-30,50,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,2/3,SLC17a8+,4469092,129787,193792,9,8354,IT,L4/5 IT_1,0.58,"L4/5 IT_1 (58.1%), L4/5 IT_2 (40.4%)",L4 IT VISp Rspo1 (98.0%),1736,195.9,Fede,10.0,406.6,147.7,605.2,1670.352,y,0
20190719_sample_10,1105,20190719_slice_8,2019-07-19,Sample 10,mouse_ZNFEK,2019-05-30,50,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8+,909984,961181,130257,9,10307,IT,L5 IT_1,0.72,"L5 IT_1 (72.3%), L4/5 IT_2 (21.1%), L6 CT Pou3f2 (2.6%)","L5 IT ALM Cbln4 Fezf2 (51.0%), L5 IT ALM Lypd1 Gpr88 (29.0%), L5 IT ALM Tmem163 Arhgap25 (16.0%)",1581,402.05,Fede,12.0,704.3,257.5,583.5,1610.46,y,0
20190722_sample_1,1106,20190722_slice_1,2019-07-22,Sample 1,mouse_DMKCA,2019-05-22,61,M,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT+,2937124,3667039,348419,9,13211,CT,L6b Shisa6_2,1.0,L6b Shisa6_2 (99.6%),L6b VISp Mup5 (100.0%),2423,187.58,Fede,15.0,1273.6,462.8,512.7,1415.052,y,0
20190722_sample_6,1107,20190722_slice_6,2019-07-22,Sample 6,mouse_DMKCA,2019-05-22,61,M,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT+,1225806,1326366,166513,9,10214,CT,L6b Shisa6_2,0.63,"L6b Shisa6_2 (63.4%), L6b Shisa6_1 (31.3%), L6b Ror1 (4.0%)","L6b VISp Mup5 (85.0%), L6b ALM Olfr111 Spon1 (13.0%)",2142,221.22,Fede,15.0,1260.3,454.9,492.1,1358.196,y,0
20190722_sample_7,1108,20190722_slice_7,2019-07-22,Sample 7,mouse_DMKCA,2019-05-22,61,M,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT+,66218,34585,40511,9,4230,low quality,0,0.0,0,0,1531,66.47,Fede,15.0,1168,423.7,467.6,1290.576,y,0
20190724_sample_2,1111,20190724_slice_2,2019-07-24,Sample 2,mouse_FRXJE,2019-06-04,50,M,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,192753,20957,27193,9,6729,CT,L6 CT Pou3f2,0.81,"L6 CT Pou3f2 (80.6%), L6 CT Cpa6 (11.0%), L6 CT Kit_1 (4.9%)","L6 CT ALM Nxph2 Sla (87.0%), L6 CT ALM Cpa6 (11.0%)",1577,144.03,Fede,25.0,1344,484.7,543.2,1499.232,y,0
20190725_sample_5,1122,20190725_slice_5,2019-07-25,Sample 5,mouse_HBTAE,2019-06-04,51,M,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,392872,234015,51747,9,10403,CT,L6b Ror1,0.74,"L6b Ror1 (74.3%), L6b Shisa6_2 (24.7%)",L6b VISp Crh (99.0%),2452,186.21,Fede,30.0,1342.6,491.5,522.7,1442.652,y,0
20190725_sample_6,1123,20190725_slice_6,2019-07-25,Sample 6,mouse_HBTAE,2019-06-04,51,M,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,1775610,2890672,264428,9,6473,Vip,Vip Gpc3,0.95,Vip Gpc3 (95.4%),Vip Arhgap36 Hmcn1 (97.0%),2177,69.16,Fede,21.0,937.7,339.7,563.4,1554.984,y,0
20190726_sample_4,1131,20190726_slice_4,2019-07-26,Sample 4,mouse_IQIKO,2019-03-29,119,F,Viaat-Cre/wt; Ai9/wt,2/3,5,VIAAT+,573183,563191,78197,9,7123,IT,L4/5 IT_1,0.89,"L4/5 IT_1 (88.9%), L4/5 IT_2 (4.0%), L5 IT_3 (2.9%)",L4 IT VISp Rspo1 (100.0%),1661,147.72,Fede,12.0,528,193.2,544.0,1501.44,y,0
20190729_sample_2,1135,20190729_slice_2,2019-07-29,Sample 2,mouse_XFWCQ,2019-05-26,64,F,Sst-IRES-Cre/wt; Ai9/wt,6,5,SST+,999098,1191108,132352,9,10190,Sst,Sst Th_1,0.82,"Sst Th_1 (81.9%), Sst Th_3 (9.7%), Sst Crhr2_2 (2.3%)","Sst Rxfp1 Prdm8 (53.0%), Sst Tac2 Tacstd2 (32.0%), Sst Esm1 (9.0%)",2173,209.71,Fede,45.0,993.5,359.3,509.4,1405.944,y,0
20190729_sample_3,1136,20190729_slice_3,2019-07-29,Sample 3,mouse_XFWCQ,2019-05-26,64,F,Sst-IRES-Cre/wt; Ai9/wt,5,2/3,SST+,937287,1278156,191683,9,9817,Sst,Sst Hpse,0.91,"Sst Hpse (90.6%), Sst Calb2 (8.7%)",Sst Hpse Cbln4 (99.0%),1785,241.35,Fede,37.0,446,265.9,602.5,1662.9,y,0
20190729_sample_5,1137,20190729_slice_5,2019-07-29,Sample 5,mouse_XFWCQ,2019-05-26,64,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,468848,211271,73432,9,6628,Pvalb,Pvalb Calb1_1,0.53,"Pvalb Calb1_1 (52.6%), Sst Th_3 (24.7%), Sst Crhr2_1 (7.0%)","Sst Nts (83.0%), Pvalb Th Sst (17.0%)",1629,156.06,Fede,66.0,1377.4,506.7,528.9,1459.764,y,0
20190730_sample_7,1142,20190730_slice_7,2019-07-30,Sample 7,mouse_ELRNU,2019-06-04,56,F,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,430965,235317,40338,9,5254,Vip,Vip Gpc3,0.58,"Vip Gpc3 (58.3%), Vip Serpinf1_1 (18.7%), Vip Chat_1 (12.4%)","Vip Gpc3 Slc18a3 (77.0%), Vip Lmo1 Fam159b (11.0%), Vip Ptprt Pkp2 (9.0%)",1609,94.66,Fede,22.0,1118.4,423.0,492.9,1360.404,y,0
20190730_sample_9,1143,20190730_slice_9,2019-07-30,Sample 9,mouse_ELRNU,2019-06-04,56,F,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP-,229758,35408,43440,9,3394,Lamp5,Lamp5 Lhx6,0.47,"Lamp5 Lhx6 (47.4%), Lamp5 Slc35d3 (29.9%), Lamp5 Pdlim5_2 (13.9%)",Lamp5 Lhx6 (98.0%),1558,69.69,Fede,42.0,1345.2,495.2,537.1,1482.396,y,0
20190731_sample_1,1144,20190731_slice_1,2019-07-31,Sample 1,mouse_XKIBL,2019-06-16,45,M,Vipr2-IRES2-Cre-D/wt; Ai9/wt,5,5,VIPR2+,1340689,1951287,212477,9,10278,Pvalb,Pvalb Calb1_2,0.65,"Pvalb Calb1_2 (65.0%), Pvalb Reln (24.9%), Pvalb Gpr149 (4.0%)","Pvalb Reln Tac1 (89.0%), Pvalb Reln Itm2a (9.0%)",2132,297.1,Fede,23.0,706.8,251.3,607.8,1677.528,y,0
20190731_sample_5,1148,20190731_slice_5,2019-07-31,Sample 5,mouse_XKIBL,2019-06-16,45,M,Vipr2-IRES2-Cre-D/wt; Ai9/wt,5,5,VIPR2+,583064,603267,75376,9,8250,Pvalb,Pvalb Il1rapl2,0.89,"Pvalb Il1rapl2 (88.9%), Pvalb Gpr149 (6.1%)",Pvalb Tpbg (98.0%),1941,196.57,Fede,29.0,428.8,156.6,523.4,1444.584,y,0
20190801_sample_1,1151,20190801_slice_1,2019-08-01,Sample 1,mouse_CCAHV,2019-05-19,74,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST-,1301324,1422653,200440,9,9218,IT,L4/5 IT_2,0.95,"L4/5 IT_2 (94.7%), L4/5 IT_1 (4.1%)","L4 IT VISp Rspo1 (52.0%), L5 IT ALM Lypd1 Gpr88 (36.0%), L5 IT ALM Cbln4 Fezf2 (8.0%)",2076,142.84,Fede,15.0,524.5,181.8,510.3,1408.428,y,0
20190820_sample_2,1158,20190820_slice_2,2019-08-20,Sample 2,mouse_HKIEN,2019-06-16,65,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST-,7794619,145431,284608,10,8611,CT,L6 CT Cpa6,0.68,"L6 CT Cpa6 (68.1%), L6 CT Pou3f2 (13.9%), L6 CT Grp (12.4%)",L6 CT ALM Cpa6 (97.0%),1854,160.68,Fede,11.0,1435.9,526.3,616.0,1700.16,y,0
20190820_sample_3,1159,20190820_slice_3,2019-08-20,Sample 3,mouse_HKIEN,2019-06-16,65,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,4705415,4512346,606454,10,13753,Pvalb,Pvalb Calb1_1,0.84,"Pvalb Calb1_1 (84.3%), Sst Crhr2_1 (9.7%), Pvalb Kank4 (4.1%)","Sst Mme Fam114a1 (86.0%), Pvalb Sema3e Kank4 (8.0%), Sst Crh 4930553C11Rik  (5.0%)",2437,196.16,Fede,45.0,1045.6,382.1,608.7,1680.012,y,0
20190820_sample_6,1161,20190820_slice_6,2019-08-20,Sample 6,mouse_HKIEN,2019-06-16,65,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST-,2332011,1856639,202340,10,9270,CT,L6 CT Cpa6,0.71,"L6 CT Cpa6 (71.4%), L6b Col6a1 (22.9%), L6 CT Pou3f2 (3.1%)","L6 CT ALM Cpa6 (90.0%), L6 CT VISp Krt80 Sla (7.0%)",2139,137.1,Fede,20.0,1227.7,447.4,509.3,1405.668,y,0
20190821_sample_2,1163,20190821_slice_2,2019-08-21,Sample 2,mouse_CUEES,2019-06-22,60,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8+,1463466,89643,100989,10,4615,IT,L4/5 IT_1,0.83,"L4/5 IT_1 (82.6%), L4/5 IT_2 (6.6%), L5 IT_3 (2.4%)","L4 IT VISp Rspo1 (92.0%), L5 IT ALM Pld5 (8.0%)",2018,63,Fede,24.0,595.8,218.2,589.9,1628.124,y,0
20190821_sample_3,1164,20190821_slice_3,2019-08-21,Sample 3,mouse_CUEES,2019-06-22,60,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,6,SLC17a8+,1101107,69767,78458,10,4596,CT,L6 CT Cpa6,0.63,"L6 CT Cpa6 (63.3%), L6 CT Pou3f2 (14.9%), L6 CT Grp (9.3%)","L6 CT ALM Cpa6 (70.0%), L6 CT VISp Ctxn3 Brinp3 (17.0%), L6 CT ALM Nxph2 Sla (6.0%)",1845,64.77,Fede,15.0,1380.5,501.8,564.8,1558.848,y,0
20190821_sample_5,1166,20190821_slice_5,2019-08-21,Sample 5,mouse_CUEES,2019-06-22,60,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,6,SLC17a8+,1911343,1076584,164650,10,8196,IT,L6 IT_1,0.63,"L6 IT_1 (63.3%), L5 IT_3 (11.3%), L6 CT Cpa6 (9.3%)","L6 IT VISp Penk Fst (87.0%), L6 IT VISp Col23a1 Adamts2 (6.0%), L6 IT VISp Col18a1 (4.0%)",2118,100.23,Fede,25.0,1272.5,464.8,577.6,1594.176,y,0
20190823_sample_1,1169,20190823_slice_1,2019-08-23,Sample 1,mouse_NZDYM,2019-06-09,75,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,2/3,SLC17a8+,4935818,3604625,521264,10,13057,IT,L4/5 IT_1,1.0,L4/5 IT_1 (99.6%),"L5 IT ALM Pld5 (73.0%), L4 IT VISp Rspo1 (27.0%)",2136,239.15,Fede,14.0,399.2,144.5,501.5,1384.14,y,0
20190823_sample_6,1172,20190823_slice_5,2019-08-23,Sample 6,mouse_NZDYM,2019-06-09,75,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8+,1824450,1767365,265548,10,9903,IT,L4/5 IT_2,0.84,"L4/5 IT_2 (83.7%), L4/5 IT_1 (9.9%), L5 IT_1 (4.6%)","L5 IT ALM Lypd1 Gpr88 (89.0%), L4 IT VISp Rspo1 (9.0%)",1979,143.05,Fede,17.0,935.7,339.4,545.4,1505.304,y,0
